title,price,rating,reviews,availability,img,description,user
"Emeril Lagasse 26 QT Extra Large Air Fryer, Convection Toaster Oven with French Doors, Stainless Steel",186.,4.6 out of 5 stars,"5,493 ratings",In Stock,https://m.media-amazon.com/images/I/811r4Po5kXL.__AC_SX300_SY300_QL70_ML2_.jpg,"About this item    A versatile air fryer and multi-cooker that elevates practically any meal, from air frying quick after-school snacks to roasting for large gatherings.    24 cooking pre-sets provide a variety of cooking methods: Ribs, Defrost, Bake, Toast, Chicken, Pizza, Pastry, Slow Cook, Roast, Reheat, and Keep Warm.    Dual-Speed Fan Homemade cooking & golden fried crisping at it's finest with 360º superheated air circulation.    A stainless steel exterior provides a beautiful asthetic to any kitchen, taking your party hosting to the next level. And Elegant French doors open with a single pull – interior light allows you to monitor food    Extra-large 26-quart capacity serves 4–6 people – rotisserie a 6-lb chicken, bake a 12” pizza",
"Cosori Mini Air Fryer 2.1 Qt, 4-in-1 Small Airfryer, Bake, Roast, Reheat, Space-saving & Low-noise, Nonstick and Dishwasher Safe Basket, 30 In-App Recipes, Sticker with 6 Reference Guides, Gray",49.,4.6 out of 5 stars,"3,166 ratings",In Stock,https://m.media-amazon.com/images/I/51+ZKF2cfGL._AC_SY300_SX300_.jpg,"About this item    2.1-Qt Capacity: This small air fryer is perfect for single serving items like sides, snacks, wings, and more.    Compact and Portable: Weighing in at less than 5 pounds, this mini air fryer is designed to be easily stored and carried with its sleek, compact design.    4 Cooking Functions: Choose from Air Fry, Roast, Bake, or Reheat, you can easily customize your cooking for your favorite foods.    The Quietest Operation: This airfryer cooks with noise levels less than 48dB, which is quieter than any other COSORI model. You can now cook your favorite foods without the distraction of annoying or disruptive noise.    Fast & Convenient: Even with no preheating needed, this air fryer cooks frozen food to crispy perfection in a matter of minutes at temperatures ranging from 170–400°F.    Up to 97% Less Oil: Enjoy crispy textures with up to 97% less oil than traditional frying.    Included Recipes: Enjoy 30 original recipes created by our chefs for your air fryer on the free VeSync app.    
   Dishwasher-Safe: Nonstick, BPA-Free accessories are easy to clean in the dishwasher. A Great Gift: Give the foodies in your life the perfect-sized air fryer for fresh and crispy snacks. Notification: This Air Fryer is ETL-Listed with a power rating of 120V / 900W, a temperature range of 170F°–400°F, and a 1-60 minute timer. Please note that this voltage only applies to the US and Canada.   Show more",
"Instant Vortex Plus 6QT Air Fryer with Odor Erase Technology, 6-in-1 Functions that Crisps, Roasts, Broils, Dehydrates, Bakes & Reheats, 100+In-App Recipes, from the Makers of Instant Pot,1700W,Black",99.,4.5 out of 5 stars,"20,206 ratings",In Stock,https://m.media-amazon.com/images/I/71dgxW1QIzL.__AC_SX300_SY300_QL70_ML2_.jpg,"About this item    6-IN-1 FUNCTIONALITY: Air fry, roast, broil, bake, reheat and dehydrate    WATCH YOUR FOOD COOK: ClearCook window and internal light to easily monitor cooking progress without opening the basket    ODOR ERASE TECHNOLOGY: Built-in, replaceable air filters remove odors during cooking to reduce lingering cooking smells.    EvenCrisp TECHNOLOGY: Advanced technology that drives air flow top down for a perfect golden finish and crispy, tender results every time!    ONE-TOUCH SMART PROGRAMS: Customizable programs for one-touch wings, roasted veggies, garlicky potatoes, cookies, cinnamon buns and more!    FAST PREHEATING: Little to no preheating time, from frozen to golden in minutes! Create gourmet meals with the versatility of a temperature range of 95 to 400° F.    EASY CLEAN-UP: Non-stick, dishwasher safe air fry basket and tray.    
   A KITCHEN MUST HAVE: Perfect for quick delicious meals, preparing side dishes, appetizers, wings and more. Great addition to any kitchen; perfect for 4-6 servings. DISCOVER AMAZING RECIPES: Download our free Instant Pot app, so you can create quick new favorites and prepare delicious meals, available iOS and Android. SAFETY FEATURES: Built-in safety features like Overheat Protection, auto-off and more to keep your mind at ease.   Show more",
"CHEFMAN 2 Qt Mini Air Fryer – Digital Space-Saving Compact Air Fryer with Nonstick and Dishwasher Safe Basket, Quick & Easy Meals in Minutes, Features Digital Timer and Shake Reminder – Grey",44.,4.5 out of 5 stars,"23,293 ratings",In Stock,https://m.media-amazon.com/images/I/61LCB0ECKIL.__AC_SX300_SY300_QL70_ML2_.jpg,"About this item    FAST AND EASY: This small air fryer comes prepared for any culinary challenge. The capacitive touch screen display can customize your cooking time and temperature up to a maximum of 400°F! Cook food fast up to three times quicker than an oven.    HEALTHY COOKING: Say goodbye to excess oil and fat, and hello to healthy cooking. This mini air fryer uses little-to-no oil to make delicious meals that are good for you, too.    SUPREME SPACE-SAVER: The square basket maximizes its 2-quart capacity. Housed in a sleek, narrow design to keep its countertop footprint small, this airfryer eliminates clutter and extraneous appliances.    SHAKE NOTIFICATIONS: Halfway through cooking, the TurboFry Air Fryer automatically notifies you with an audible alarm that it’s time to shake your food for the crispiest results possible.    COMPACT STORAGE: This 2-quart air fryer is perfectly sized for healthy meals for 1-2 people. It fits in perfectly as a mainstay on your countertop, or its small frame fits perfectly in your cabinets.    SIMPLE CLEAN-UP: The nonstick 2-quart basket and rack are both dishwasher safe to keep clean-up fast and simple.    SAFETY FIRST: Automatic shutoff technology ensures added safety by turning off the fryer when cooking finishes or the basket is removed.    RESOURCES: cETL approved with advanced safety technology for long-lasting durability and a 1-year assurance provided by Chefman. 900W/120V – RJ38-2T-GREY",
"Chefman TurboFry® Touch Air Fryer, XL 8-Qt Family Size, One-Touch Digital Control Presets, French Fries, Chicken, Meat, Fish, Nonstick Dishwasher-Safe Parts, Automatic Shutoff, Stainless Steel",84.,4.6 out of 5 stars,"11,159 ratings",In Stock,https://m.media-amazon.com/images/I/71pnG-oB2zL.__AC_SX300_SY300_QL70_ML2_.jpg,"About this item    CRISPY & HEALTHY: Dive into the world of our Digital Air Fryer Oven. Relish crispy delights with 98% less oil. Ideal for veggies, pizza, frozen foods, and more. A healthier choice every time.    ONE-TOUCH MAGIC: Large Air Fryer Presets for fries, chicken, fish, and meat. Simplify your cooking with this stainless steel air fryer. Start your air frying adventure instantly.    LED SHAKE REMINDER: Achieve perfection with our Stainless Steel Air Fryer. The LED alarm ensures even crispiness by reminding you to shake. Every dish, evenly crisped.    PRECISE TEMPERATURES: Air Fryer XL Range from 200-400°F caters to every dish. Whether you desire less crunch or more, our air fryer large model has you covered.    EFFORTLESS CLEANING: Our Air Fryer 8qt ensures cleaning is a breeze. With a dishwasher-safe basket and tray, and an easy-to-wipe exterior, maintenance is simple and quick.    INTELLIGENT SHUTOFF: Prioritizing safety, our Digital Air Fryer pauses heating when opened and resumes when closed. It also shuts off automatically post-cooking.    FAMILY-SIZED QUICK COOKING: Designed for 4-6 people, our Large Air Fryer gets dinner ready swiftly. Perfect for those busy evenings when time is of the essence.    
   SLEEK & SPACIOUS DESIGN: Our Air Fryer 8qt Model boasts elegance without occupying much space. A chic addition to contemporary kitchens. TRUSTED QUALITY: cETL approved with advanced safety tech. 1-year assurance by Chefman. 120 Volts/1700 Watts – RJ38-SQSS-8T.   Show more",
"Ninja DZ201 Foodi 8 Quart 6-in-1 DualZone 2-Basket Air Fryer with 2 Independent Frying Baskets, Match Cook & Smart Finish to Roast, Broil, Dehydrate & More for Quick, Easy Meals, Grey",195.,4.8 out of 5 stars,"21,125",In Stock,https://m.media-amazon.com/images/I/511+uXaPLlL._AC_SY300_SX300_.jpg,"About this item    2 INDEPENDENT BASKETS: The original Air Fryer with 2 independent baskets, the XL air fryer lets you cook 2 foods, 2 ways, at the same time, eliminating back-to-back cooking like a traditional single-basket air fryer.    SMART FINISH & MATCH COOK: DualZone Technology allows you to choose between the Smart Finish feature, which unlocks cooking 2 foods 2 ways that finish at the same time, and the and a Match Cook button to easily copy settings across zones for full 8-qt capacity.    6-IN-1 FUNCTIONALITY: Includes 6 versatile cooking programs: Air Fry, Air Broil, Roast, Bake, Reheat, and Dehydrate. The baskets can be washed in the dishwasher or by hand.    XL CAPACITY: The 8-quart air fryer capacity lets you fit mains and sides at the same time for making quick family meals, or up to 4 lbs. of French fries or chicken wings.    SEPARATE HEATING ZONES: 2 independent 4-quart zones have their own cooking baskets, cyclonic fans, and rapid heaters.    EASY CLEANING: Easy-to-clean baskets and dishwasher-safe crisper plates.    LESS FAT: Up to 75% less fat than traditional air frying methods. Tested against hand-cut, deep-fried French fries.    
   WIDE TEMPERATURE RANGE: 105°F to 450°F allows you to gently remove moisture from foods or quickly cook and crisp foods with convection heat. WHAT'S INCLUDED: DualZone Air Fryer, (2) 4 Quart Baskets, (2) Nonstick Crisper Plates, 15 Recipes, Additional Meal Options & Cooking Charts. Cord Length: 32""   Show more",
"DASH Tasti-Crisp™ Electric Air Fryer Oven, 2.6 Qt., White – Compact Air Fryer for Healthier Food in Minutes, Ideal for Small Spaces - Auto Shut Off, Digital, 1000-Watt",51.,4.5 out of 5 stars,"5,102",In Stock,https://m.media-amazon.com/images/I/61eNodevrRL.__AC_SX300_SY300_QL70_ML2_.jpg,"About this item    HEALTHIER FOOD – Dash Tasti-Crisp Air Fryer uses AirCrisp Technology instead of oil to cook vegetables, frozen foods and more, reducing added fat by 70-80%. It’s a must-have mini kitchen appliance and the white air fryer looks great in any kitchen.    QUICK AND EASY – This countertop air fryer is compact, sized for any kitchen and makes cooking healthy a breeze. Just load the air cooker nonstick basket, set the temp and timer and within minutes you have crispy food.    PERSONAL AIR FRYER – Whether you’re cooking healthier for one or two or want an air fryer for dorm or RV, this small size is ideal. The mini air fryer doesn’t take up much room in a kitchen or dorm but has plenty of surface area inside the PTFE nonstick basket for food.    CUSTOM PRESETS – Our digital air fryer includes three saved preset buttons and has a simple digital interface that allows you to choose from 200-400°F and up to 60 minutes. Also has an auto-shut off function to prevent overcooking and a cool touch handle.    FAST, HEALTHIER FOOD - Healthy food doesn’t have to take hours. Whether you’re in between classes or just short on time, with this air cooker oven, you can fry, roast, bake, crisp and much more in minutes. Plus, it’s an easy clean air fryer.",
"Ninja SP101 Digital Air Fry Countertop Oven with 8-in-1 Functionality, Flip Up & Away Capability for Storage Space, with Air Fry Basket, Wire Rack & Crumb Tray, Silver",149.,4.6 out of 5 stars,"28,807",In Stock,https://m.media-amazon.com/images/I/81iQGSa1M4L.__AC_SX300_SY300_QL70_ML2_.jpg,"About this item    DIGITAL CRISP CONTROL TECHNOLOGY: Precision-controlled temperature, heat source, and airflow for ultimate versatility and optimum cooking performance.    8-IN-1 VERSATILITY: The ultimate meal-making machine with 8-in-1 functionality: Air Fry, Air Roast, Air Broil, Bake, Bagel, Toast, Dehydrate, and Keep Warm all in one powerful, 1800-watt appliance. The height of the interior of this machine is approximately 3"".    LESS FAT: Eat all of your air fried favorites guilt-free with up to 75% less fat when using the Air Fry function vs. traditional deep frying. Tested against hand-cut, deep fried French Fries.    FASTER COOKING: Cooks up to 60% faster than a traditional oven on Air Roast; 60-second preheat; full meals in as little as 20 minutes.    LARGE CAPACITY: 45% larger usable pan cooking area vs. the flat surface area of the Cuisinart toa-60 and toa-65 pan. Fits a 13"" Pizza, up to 9 slices of toast, or 6 chicken breasts (6–8 oz. each).    RECLAIM YOUR COUNTER SPACE: Takes up 50% less space when you flip it up and away to store against your kitchen backsplash.    SELECT TOAST DONENESS: Toast and bagels done the way you like with a toast darkness selector to get it just right.    
   EASY CLEANING: Includes a removable crumb tray and an easily accessible back panel for deep cleaning. WHAT’S INCLUDED: Countertop Oven, Air Fry Basket, Sheet Pan, Wire Rack & Removable Crumb Tray. Amperage: 15 amps   Show more",
"Instant Vortex Plus 6QT ClearCook Air Fryer, Clear Windows, Custom Program Options, 6-in-1 Functions, Crisps, Broils, Roasts, Dehydrates, Bakes, Reheats, from the Makers of Instant Pot, Black",119.,4.7 out of 5 stars,"25,820",In Stock,https://m.media-amazon.com/images/I/71VuwoknyIL.__AC_SX300_SY300_QL70_ML2_.jpg,"About this item    6-IN-1 FUNCTIONALITY: Air fry, roast, broil, bake, reheat and dehydrate    WATCH YOUR FOOD COOK: ClearCook window and internal light to easily monitor cooking progress without opening the basket    EvenCrisp TECHNOLOGY: Advanced technology that allows air flow for a perfect golden finish and crispy, tender results every time!    PROGRESS BAR: Know where you are in the cooking process with an easy-view bar and messages when to add and turn food    QUIET COOKING: Muffled sounds for less noise in your kitchen.    ONE-TOUCH SMART PROGRAMS: Customizable programs for one-touch wings, roasted veggies, garlicky potatoes, cookies, cinnamon buns and more!    FAST PREHEATING: Little to no preheating time, from frozen to golden in minutes! Create gourmet meals with the versatility of a temperature range of 95 to 400° F.    
   EASY CLEAN-UP: Non-stick, dishwasher safe air fry basket and tray. A KITCHEN MUST HAVE: Perfect for quick delicious meals, preparing side dishes, appetizers, wings and more. Great addition to any kitchen; perfect for 4-6 servings. DISCOVER AMAZING RECIPES: Download our free Instant Pot app, so you can create quick new favorites and prepare delicious meals, available iOS and Android.   Show more",
"SUR LA TABLE KITCHEN ESSENTIALS 4-in-1 Compact 5-Quart Basket Air Fryer with Window for Easy Viewing, Digital Touchscreen Display with 8-Presets, Air Fry, Bake, Roast, Broil in Minutes, 1500w",59.,4.5 out of 5 stars,294 ratings,In Stock,https://m.media-amazon.com/images/I/711BdzNPjkL.__AC_SX300_SY300_QL70_ML2_.jpg,"About this item    VERSATILE COOKING OPTIONS: Enjoy the convenience of four cooking functions in one appliance – air fry, bake, roast, and broil, all with a single air fryer.    COOKING MADE EASY: Take the guesswork out of meal preparation with 8 preset cooking options, including Chicken, Fries, Fish, Meat, and more, for delicious results every time.    LARGE CLEAR VIEW WINDOW: Keep an eye on your food's progress without opening, thanks to the large front window, ensuring your meals are cooked to perfection.    SPACE SAVING DESIGN: The SLT compact 5qt airfryer is designed to maximize kitchen space while delivering exceptional cooking performance.    POWERFUL PERFORMANCE: With a 1500W heating element, this air fryer heats up quickly and delivers consistent, high-quality results.",
"Cuisinart Air Fryer Oven – 6-Qt Basket Stainless Steel Air Fryer – Dishwasher-Safe Air Fryer Toaster Oven Combo with 5 Presets – Roast, Bake, Broil and Air Fry Quick & Easy Meals",119.,4.7 out of 5 stars,546 ratings,In Stock,https://m.media-amazon.com/images/I/71WOxmndFvL.__AC_SX300_SY300_QL70_ML2_.jpg,"About this item    FAMILY SIZE CAPACITY: The 6-quart internal capacity of the basket air fryer provides ample space to cook larger batches of food, making it suitable for families or gatherings    MULTIPLE COOKING FUNCTIONS: With 5 cooking functions including Air Fry, Roast, Bake, Broil, and Keep Warm, this basket air fryer offers versatility and allows you to prepare a wide range of dishes    5 EASY PRESETS: The digital display with 5 Air Fry presets simplifies the cooking process, providing easy-to-use options for achieving optimal results with just a few button presses    WIDE TEMPERATURE RANGE: With 1800 watts of power and the adjustable temperature control with a maximum temperature of 450°F, it gives you precise control over the cooking process, allowing you to achieve the desired level of crispiness and browning    AUTOMATIC WARMER: The up to 60-minute timer with automatic keep warm function ensures your food stays warm until you're ready to serve, providing convenience and flexibility    EASY TO CLEAN: The nonstick, dishwasher-safe easy-clean crisper basket simplifies cleanup, making it effortless to maintain the appliance's cleanliness",
"Gourmia Air Fryer Oven Digital Display 6 Quart Large AirFryer Cooker 12 1-Touch Cooking Presets, XL Air Fryer Basket 1500w Power Multifunction Black and Stainless Steel Accents FRY FORCE GAF686",59.,4.6 out of 5 stars,"4,203 ratings",,https://m.media-amazon.com/images/I/91ayYfAfdiL.__AC_SX300_SY300_QL70_ML2_.jpg,"About this item    GOURMIA is the #1 BESTSELLING Airfryer Brand in the USA in 2022! Gourmia delivers value and quality you can trust for your home essentials    THE PERFECT KITCHEN COOKING GADGET - Multicooker Combo Electric Oven for French Fries, Wings, Fish Fryer, Bacon, Seafood, Vegetables, Bake, Roast, Broil, Dehydrate, Toaster, Reheat, and Keep Warm + 12 1-Touch Digital Presets that deliver the best results    HEALTHIEST WAY TO FRY - All of the flavor and none of the guilt! Fat removal technology in the air fryer basket removes up to 90% of fat through the cooking process    DISHWASHER SAFE: Cook Fast and Clean Fast! - Quick and easy cleanup, air fryer accessories go straight into the dish washer for cleaning bringing convenience to your kitchen must havescook modes    COMPREHENSIVE WARRANTY: All air fryers from Gourmia include a 1 Year Comprehensive International Warranty for your peace of mind",
"Chefman Air Fryer Toaster Oven Combo, 7-in-1, Convection Oven Countertop Extra Large 19 Quart Oven Air Fryer, Cook a 10-Inch Pizza, 4 Slice Toaster, Integrated Timer, Auto-Shutoff, Stainless Steel",79.,4.3 out of 5 stars,"2,156 ratings",In Stock,https://m.media-amazon.com/images/I/81Kuv2NT8xL.__AC_SX300_SY300_QL70_ML2_.jpg,"About this item    7 COOKING FUNCTIONS: Now you can air fry, bake, convection bake, toast, keep warm, convection broil, and broil all in one convenient kitchen countertop appliance.    WIDE TEMPERATURE RANGE: 200-450°F temperature range ensures optimal results for all your favorite foods.    XL Capacity: The large size is perfect for cooking a family meal or making food for a party.    PREVENT OVERCOOKING: The integrated timer and auto-shutoff automatically end cooking when time is up.    HEALTHY MEAL MAKING: Use 98% less oil when you air fry chicken or vegetables for healthy meals made simple.    PERFECTLY TIMED TOAST: Easily select a toasting shade for just the right amount of crunch.    ACCESSORIES INCLUDED: Dishwasher-safe air fry basket, baking rack, and broil pan are included so you have everything you need to get cooking.    
   EASY TO CLEAN: Pull-out crumb tray and dishwasher-safe parts keep cleanup simple. RESOURCES: cETL certified with advanced safety technology for long-lasting durability and a 1-year assurance provided by Chefman so that you can purchase worry-free! 120V/1450W–RJ50-SS-M18   Show more",
"Cosori Mini Air Fryer 2.1 Qt, 4-in-1 Small Airfryer, Bake, Roast, Reheat, Space-saving & Low-noise, Nonstick and Dishwasher Safe Basket, 30 In-App Recipes, Sticker with 6 Reference Guides, Gray",49.,4.6 out of 5 stars,"3,166",In Stock,https://m.media-amazon.com/images/I/51+ZKF2cfGL._AC_SY300_SX300_.jpg,"About this item    2.1-Qt Capacity: This small air fryer is perfect for single serving items like sides, snacks, wings, and more.    Compact and Portable: Weighing in at less than 5 pounds, this mini air fryer is designed to be easily stored and carried with its sleek, compact design.    4 Cooking Functions: Choose from Air Fry, Roast, Bake, or Reheat, you can easily customize your cooking for your favorite foods.    The Quietest Operation: This airfryer cooks with noise levels less than 48dB, which is quieter than any other COSORI model. You can now cook your favorite foods without the distraction of annoying or disruptive noise.    Fast & Convenient: Even with no preheating needed, this air fryer cooks frozen food to crispy perfection in a matter of minutes at temperatures ranging from 170–400°F.    Up to 97% Less Oil: Enjoy crispy textures with up to 97% less oil than traditional frying.    Included Recipes: Enjoy 30 original recipes created by our chefs for your air fryer on the free VeSync app.    
   Dishwasher-Safe: Nonstick, BPA-Free accessories are easy to clean in the dishwasher. A Great Gift: Give the foodies in your life the perfect-sized air fryer for fresh and crispy snacks. Notification: This Air Fryer is ETL-Listed with a power rating of 120V / 900W, a temperature range of 170F°–400°F, and a 1-60 minute timer. Please note that this voltage only applies to the US and Canada.   Show more",
"Kingsyard Glass Hummingbird Feeder for Outdoors Wild Bird Feeder with 6 Feeding Ports Hanging for Garden Yard, Red (Ant Moat Included)",19.,4.7 out of 5 stars,"3,607",,https://m.media-amazon.com/images/I/71BcCR6+2yL._AC_SY300_SX300_.jpg,"About this item    ATTRACTIVE GARDEN DESIGN: High quality nectar glass container in nice shape, 6 flower shaped feeding ports, 16 oz. capacity with 6 feeding stations to accommodate multiple hummingbirds.    EASY TO REFILL AND CLEAN: Super Wide mouth bottle design is easy for filling and cleanning, and whole feeder could be disassembled smoothly for easy cleanning.    LEAKPROOF FUNCTION: Bulid-in durable gasket, unique design makes base connection proper and seamless. After filling the container and screwing it onto the base, flip it over and hang on a tree/deck hook/shepherd's hook.    MATCHED HIGH QAULITY ANT MOAT: Large capacity protects the feeder from pesky ants, with stainless steel hook, easy to hang.    100% SATISFACTION GUARANTEE: Your satisfaction is our highest priority. If you are not completely satisfied just contact our friendly customer support team for a full refund or replacement.",
"Hummingbird Feeder for Outdoors Patio Large 32 Ounces Colorful Hand Blown Glass Hummingbird Feeder with Ant Moat Hanging Hook, Rope, Brush and Service Card (RED-Firework)",19.,4.5 out of 5 stars,"4,883 ratings",In Stock,https://m.media-amazon.com/images/I/613zEHvXIpL.__AC_SX300_SY300_QL70_ML2_.jpg,"About this item    COLORFUL AND ATTRACT MORE HUMMINGBIRDS: The unique and beautiful colors in the glass closely imitate the natural flower’s look and attract more hummingbirds into your garden    EASY TO FILL AND CLEAN: Each Hummingbird feeder is equipped with a cleaning brush, and the clear glass, big wide-mouth reservoir, make it easy to assemble, refill nectar and clean the bottle and base    HAND BLOWN: Each product is handmade and unique, the small bubbles on the glass surface are sufficient to prove, and the color in the glass will not fade and damage    PACKAGE INCLUDED: ONE glass hummingbird feeder, 1 ant moat, 1 metal hook, 1 cotton lanyard 1 small brush and 1 designed service card    A GREAT GIFT IDEA: A perfect gift for friends or family who love the birds to decorate their patio garden and attract more hummingbirds",
"30 Feeder Ports Hummingbird Feeder with Perch and Built-in Ant Moat, Easy to Clean, Outdoor Hanging Yard Garden Decoration",15.,Previous page of related Sponsored Products,,In Stock,https://m.media-amazon.com/images/I/81S6zwR4DGL.__AC_SX300_SY300_QL70_ML2_.jpg,"About this item    A creative blend of windchimes and humming birds feeders for outside, providing multiple feeding spots. A versatile addition to any indoor or outdoor space.    Lightweight and sturdy, this enchanting wind chime humming bird feeder is a breeze to hang and reposition, making it the perfect decorative piece for patios, gardens, decks, backyards, front porches, and bedrooms.    Easily hand-wash or place in the dishwasher for a thorough clean. The feeder's mesmerizing colors are fade-resistant, ensuring longevity and durability compared to plastic counterparts.    Each bird feeder ball is expertly crafted by skilled artisans, featuring eye-catching red silicone flowers that not only attract hummingbirds quickly but also protect their tongues from injury.    This beautifully designed hummingbird feeders for outdoors with its vibrant colors and intricate details is the perfect thoughtful gift for mother, grandparents, wife, daughter, sister, aunt, or friends.",
"Kingsyard 2 Pack Glass Hummingbird Feeder for Outdoors Hanging - 6 Bee Guard Feeding Ports & Built-in Ant Moat, Wild Bird Feeder for Outside Garden Yard Patio 14 Oz, Updated Red",26.,4.6 out of 5 stars,252,In Stock,https://m.media-amazon.com/images/I/718kdeNl-RL.__AC_SX300_SY300_QL70_ML2_.jpg,"About this item    Bee & Ant Unaccess: Our Hummingbird Feeder features 6 flower-shaped feeding ports and a build-in ant moat that could effectively make ant and bee have no access to the nectar, ensuring that only hummingbirds can enjoy the nectar.    Leak-Proof Design: Our Hummingbird Feeder has a 14 oz capacity and a leak-proof gasket to keep nectar from spilling, even when the bird feeder is shaken by wind or birds perching on it.    Steady & Durable: Made of high-quality glass and plastic material, our bird feeder is steady and durable, ensuring long-lasting use in outdoor conditions throughout the year.    Easy to Clean & Refill: Our feeder features a wide mouth bottle design that allows for easy cleaning and refilling, making it a convenient option for daily use. With a clear bottle, you can easily monitor the nectar level and refill it in a timely manner, ensuring a steady supply for your feathered friends.    Ideal Gift: Kingyard Hummingbird Feeder makes a fantastic gift for bird enthusiasts, family members, and friends. With our 100% satisfaction guarantee, you can shop with confidence. Give the gift of bird-watching bliss with Kingyard!",
"Hummingbird Feeder with 5 Perches, Hand Blown Glass Hummingbird Feeders for Outdoors Hanging, 42 Fuild Oz with Ant and Bee Proof, Gifts for Women, Blue",23.,5.0 out of 5 stars,585 ratings,In Stock,https://m.media-amazon.com/images/I/71siuIEhPOL.__AC_SX300_SY300_QL70_ML2_.jpg,"About this item    🎯【Unique Appearance】 Carefully selected color combinations loved by hummingbirds ensure the ultimate attraction for these delightful creatures. The decorative patterns not only enhance the aesthetic appeal but also make the wind chime hummingbird feeder perfect outdoor ornaments for your garden, front yard, or backyard. Great gardening gifts for women, family, friends ect.    👍【Health-Safe Bird Feeder】 The top hummingbird feeders for outdoors features a moat to hanging ant and bee proof. Upgraded thickened gaskets ensure a more sealed interior environment. A rust-resistant metal base coupled with high-quality copper feeding ports safeguards the purity of nectar, promoting the healthy food of hummingbirds.    💯【Practical Design】 With 5 flower-shaped feeding ports and perches arranged in a circular layout, multiple birds can feed simultaneously. The wide-mouth design facilitates easy cleaning and refilling. With a large 42 oz capacity bottle, you can easily monitor the liquid level through the glass for convenient refills.    ✨【Premium Durable Glass】 Each bottle is crafted using ancient blown glass techniques, ensuring a seamless and artistically patterned surface. Pigments are embedded within the double-layered glass, rendering the bird feeder sturdy and resistant to fading.    📃【Package Includes】 Instruction manual, 1 ant moat, 1 S-hook, 1 hemp rope (for hanging the feeder), 1 brush (for cleaning feeding ports). This set of items brings joy of birdwatching when enjoyed with family and a sense of accomplishment in nature conservation.",
"Kingsyard Glass Hummingbird Feeder for Outdoors Wild Bird Feeder with 6 Feeding Ports Hanging for Garden Yard, Red (Ant Moat Included)",19.,4.7 out of 5 stars,"3,607 ratings",,https://m.media-amazon.com/images/I/71BcCR6+2yL._AC_SY300_SX300_.jpg,"About this item    ATTRACTIVE GARDEN DESIGN: High quality nectar glass container in nice shape, 6 flower shaped feeding ports, 16 oz. capacity with 6 feeding stations to accommodate multiple hummingbirds.    EASY TO REFILL AND CLEAN: Super Wide mouth bottle design is easy for filling and cleanning, and whole feeder could be disassembled smoothly for easy cleanning.    LEAKPROOF FUNCTION: Bulid-in durable gasket, unique design makes base connection proper and seamless. After filling the container and screwing it onto the base, flip it over and hang on a tree/deck hook/shepherd's hook.    MATCHED HIGH QAULITY ANT MOAT: Large capacity protects the feeder from pesky ants, with stainless steel hook, easy to hang.    100% SATISFACTION GUARANTEE: Your satisfaction is our highest priority. If you are not completely satisfied just contact our friendly customer support team for a full refund or replacement.",
"More Birds Bird Health+ Ruby Hummingbird Feeder, Glass Hummingbird Feeders for Outdoors, 4 Feeding Stations, 10 Ounces, Ruby Red",14.,4.6 out of 5 stars,"15,449",,https://m.media-amazon.com/images/I/71f8tjQOXhS.__AC_SX300_SY300_QL70_ML2_.jpg,About this item    NECTAR CAPACITY: Holds 10 fluid ounces of hummingbird nectar    FEEDING PORTS: Features four flower-shaped feeding ports to accommodate multiple hummingbirds    ANT MOAT: Built-in ant moat stops ants in their tracks preventing them from reaching the precious nectar    ATTRACT MORE HUMMINGBIRDS: Red is a hummingbird's favorite color; attract more with the red top and base    EASY CLEANING: We recommend washing your hummingbird feeder by hand with warm soapy water; please refrain from putting your feeder in the dishwasher,
"Hummingbird Feeder for Outdoors Hanging Ant and Bee Proof, 6 Feeding Ports Hanging for Garden Yard, Made of Unbreakable Materials and Dishwasher Safety (Red, 1 Pack)",19.,4.8 out of 5 stars,22 ratings,In Stock,https://m.media-amazon.com/images/I/71UGjPTkoWL.__AC_SX300_SY300_QL70_ML2_.jpg,"About this item    【MATURE DESIGN】Jealoeur hummingbird feeder Can provide 360 degree panoramic viewing, 6 feeding ports for multiple hummingbirds to feed together, Made of unbreakable materials and dishwasher safety.    【Bee and Ant Proof 】The integrated ant moat and feeding mouth with a diameter of only 3mm can effectively block ants and bees.    【Size and Capacity 】 Hummingbird feeder Size ：Diameter 5.9 inches, Height 9.8 inches, Capacity 18 Oz.    【Leak Prevention and Refill】Invert the Hummingbird feeder on the desktop, then rotate the bottom in the “Open” direction to open it, making filling and cleaning very convenient. The U-shaped silicone sealing ring ensures that no drop of nectar is wasted during the filling and feeding process.    【AFTER-SALES SERVICE】We have been committed to providing customers with the best quality products and services, so you can choose our product without hesitation. Believe that you will like it. If you are not satisfied with our products, we will refund in full. If you have any questions about product,please feel free to contact us. A good solution will reply within 24 hours.",
